gene_index	gene_id	gene_symbol
797	ENSG00000054118	THRAP3
798	ENSG00000214193	SH3D21
799	ENSG00000142694	EVA1B
800	ENSG00000286379	AL591845.1
801	ENSG00000196182	STK40
802	ENSG00000181817	LSM10
803	ENSG00000116885	OSCP1
804	ENSG00000116898	MRPS15
805	ENSG00000119535	CSF3R
806	ENSG00000284705	AL596257.1
807	ENSG00000284720	AC117945.2
808	ENSG00000234481	AC117945.1
809	ENSG00000163873	GRIK3
810	ENSG00000284650	AL031430.1
811	ENSG00000223944	AL353604.1
812	ENSG00000233621	LINC01137
813	ENSG00000163874	ZC3H12A
814	ENSG00000163875	MEAF6
815	ENSG00000163877	SNIP1
816	ENSG00000163879	DNALI1
817	ENSG00000134697	GNL2
818	ENSG00000284748	AL513220.1
819	ENSG00000169218	RSPO1
820	ENSG00000116922	C1orf109
821	ENSG00000134690	CDCA8
822	ENSG00000183317	EPHA10
823	ENSG00000185090	MANEAL
824	ENSG00000233728	AL929472.3
825	ENSG00000196449	YRDC
826	ENSG00000197982	C1orf122
827	ENSG00000188786	MTF1
828	ENSG00000230955	AL929472.2
829	ENSG00000204084	INPP5B
830	ENSG00000183431	SF3A3
831	ENSG00000183386	FHL3
832	ENSG00000183520	UTP11
833	ENSG00000185668	POU3F1
834	ENSG00000224592	MIR3659HG
835	ENSG00000284623	LINC02786
836	ENSG00000286552	AL390839.1
837	ENSG00000287987	AL390839.2
838	ENSG00000237290	LINC01343
839	ENSG00000238063	LINC01685
840	ENSG00000284632	AL354702.2
841	ENSG00000116954	RRAGC
842	ENSG00000228436	AL139260.1
843	ENSG00000214114	MYCBP
844	ENSG00000131233	GJA9
845	ENSG00000158315	RHBDL2
846	ENSG00000174574	AKIRIN1
847	ENSG00000168653	NDUFS5
848	ENSG00000127603	MACF1
849	ENSG00000270040	AL356055.1
850	ENSG00000287422	AL442071.2
851	ENSG00000226438	AL442071.1
852	ENSG00000183682	BMP8A
853	ENSG00000090621	PABPC4
854	ENSG00000228060	PABPC4-AS1
855	ENSG00000163909	HEYL
856	ENSG00000225903	AL035404.2
857	ENSG00000116981	NT5C1A
858	ENSG00000116983	HPCAL4
859	ENSG00000084072	PPIE
860	ENSG00000116985	BMP8B
861	ENSG00000198754	OXCT2
862	ENSG00000285905	BMP8B-AS1
863	ENSG00000261798	AL033527.3
864	ENSG00000284719	AL033527.4
865	ENSG00000284678	LINC02811
866	ENSG00000043514	TRIT1
867	ENSG00000116990	MYCL
868	ENSG00000236546	AL033527.2
869	ENSG00000168389	MFSD2A
870	ENSG00000131236	CAP1
871	ENSG00000131238	PPT1
872	ENSG00000117000	RLF
873	ENSG00000188800	TMCO2
874	ENSG00000259943	AL050341.2
875	ENSG00000084073	ZMPSTE24
876	ENSG00000049089	COL9A2
877	ENSG00000084070	SMAP2
878	ENSG00000284677	AL031985.4
879	ENSG00000187801	ZFP69B
880	ENSG00000260920	AL031985.3
881	ENSG00000187815	ZFP69
882	ENSG00000238287	AL603839.3
883	ENSG00000164002	EXO5
884	ENSG00000227278	AL603839.1
885	ENSG00000238186	AL603839.2
886	ENSG00000117010	ZNF684
887	ENSG00000286838	AL356379.2
888	ENSG00000117016	RIMS3
889	ENSG00000287743	AL031289.2
890	ENSG00000237899	AL031289.1
891	ENSG00000272145	NFYC-AS1
892	ENSG00000066136	NFYC
893	ENSG00000117013	KCNQ4
894	ENSG00000179862	CITED4
895	ENSG00000229528	AC119677.1
896	ENSG00000286668	AL391730.2
897	ENSG00000171793	CTPS1
898	ENSG00000281207	SLFNL1-AS1
899	ENSG00000171790	SLFNL1
900	ENSG00000010803	SCMH1
901	ENSG00000287400	AC093151.8
902	ENSG00000235358	AC093151.3
903	ENSG00000204060	FOXO6
904	ENSG00000229901	AC093151.2
905	ENSG00000127129	EDN2
906	ENSG00000127124	HIVEP3
907	ENSG00000230881	AL445933.2
908	ENSG00000284895	AC119676.1
909	ENSG00000287587	AL158216.1
910	ENSG00000044012	GUCA2B
911	ENSG00000197273	GUCA2A
912	ENSG00000198815	FOXJ3
913	ENSG00000227527	AC096540.1
914	ENSG00000177181	RIMKLA
915	ENSG00000066185	ZMYND12
916	ENSG00000127125	PPCS
917	ENSG00000186409	CCDC30
918	ENSG00000171960	PPIH
919	ENSG00000285728	AC098484.4
920	ENSG00000234917	AC098484.2
921	ENSG00000065978	YBX1
922	ENSG00000164007	CLDN19
923	ENSG00000117385	P3H1
924	ENSG00000164008	C1orf50
925	ENSG00000228452	AC098484.1
926	ENSG00000274386	TMEM269
927	ENSG00000177868	SVBP
928	ENSG00000164010	ERMAP
929	ENSG00000228192	AL512353.1
930	ENSG00000164011	ZNF691
931	ENSG00000117394	SLC2A1
932	ENSG00000227533	SLC2A1-AS1
933	ENSG00000283973	AC099795.1
934	ENSG00000186973	FAM183A
935	ENSG00000117395	EBNA1BP2
936	ENSG00000243710	CFAP57
937	ENSG00000179178	TMEM125
938	ENSG00000253313	C1orf210
939	ENSG00000066056	TIE1
940	ENSG00000117400	MPL
941	ENSG00000287113	AL139289.3
942	ENSG00000234694	AL139289.2
943	ENSG00000117399	CDC20
944	ENSG00000066322	ELOVL1
945	ENSG00000159479	MED8
946	ENSG00000229431	AL139289.1
947	ENSG00000198198	SZT2
948	ENSG00000229372	SZT2-AS1
949	ENSG00000178922	HYI
950	ENSG00000229348	HYI-AS1
951	ENSG00000142949	PTPRF
952	ENSG00000066135	KDM4A
953	ENSG00000236200	KDM4A-AS1
954	ENSG00000126091	ST3GAL3
955	ENSG00000229444	AL451062.1
956	ENSG00000117407	ARTN
957	ENSG00000237950	AL357079.1
958	ENSG00000117408	IPO13
959	ENSG00000285649	AL357079.2
960	ENSG00000132768	DPH2
961	ENSG00000117410	ATP6V0B
962	ENSG00000117411	B4GALT2
963	ENSG00000159214	CCDC24
964	ENSG00000196517	SLC6A9
965	ENSG00000230615	AL139220.2
966	ENSG00000171872	KLF17
967	ENSG00000283039	KLF18
968	ENSG00000178028	DMAP1
969	ENSG00000117419	ERI3
970	ENSG00000233602	ERI3-IT1
971	ENSG00000187147	RNF220
972	ENSG00000126106	TMEM53
973	ENSG00000198520	ARMH1
974	ENSG00000142945	KIF2C
975	ENSG00000225721	AL592166.1
976	ENSG00000142937	RPS8
977	ENSG00000142959	BEST4
978	ENSG00000173846	PLK3
979	ENSG00000188396	TCTEX1D4
980	ENSG00000222009	BTBD19
981	ENSG00000117425	PTCH2
982	ENSG00000070785	EIF2B3
983	ENSG00000126107	HECTD3
984	ENSG00000126088	UROD
985	ENSG00000162415	ZSWIM5
986	ENSG00000281912	LINC01144
987	ENSG00000186603	HPDL
988	ENSG00000132781	MUTYH
989	ENSG00000132773	TOE1
990	ENSG00000070759	TESK2
991	ENSG00000280670	CCDC163
992	ENSG00000132763	MMACHC
993	ENSG00000117450	PRDX1
994	ENSG00000117448	AKR1A1
995	ENSG00000132780	NASP
996	ENSG00000159588	CCDC17
997	ENSG00000159592	GPBP1L1
998	ENSG00000159596	TMEM69
999	ENSG00000197429	IPP
1000	ENSG00000230896	AL604028.1
1001	ENSG00000086015	MAST2
1002	ENSG00000117461	PIK3R3
1003	ENSG00000226957	AL358075.1
1004	ENSG00000227857	AL358075.2
1005	ENSG00000117472	TSPAN1
1006	ENSG00000250719	P3R3URF
1007	ENSG00000085998	POMGNT1
1008	ENSG00000171357	LURAP1
1009	ENSG00000085999	RAD54L
1010	ENSG00000132128	LRRC41
1011	ENSG00000173660	UQCRH
1012	ENSG00000117481	NSUN4
1013	ENSG00000117480	FAAH
1014	ENSG00000224863	LINC01398
1015	ENSG00000197587	DMBX1
1016	ENSG00000282881	TMEM275
1017	ENSG00000269956	MKNK1-AS1
1018	ENSG00000162456	KNCN
1019	ENSG00000079277	MKNK1
1020	ENSG00000142961	MOB3C
1021	ENSG00000123472	ATPAF1
1022	ENSG00000186118	TEX38
1023	ENSG00000228237	EFCAB14-AS1
1024	ENSG00000159658	EFCAB14
1025	ENSG00000142973	CYP4B1
1026	ENSG00000187048	CYP4A11
1027	ENSG00000186377	CYP4X1
1028	ENSG00000186160	CYP4Z1
1029	ENSG00000225506	CYP4A22-AS1
1030	ENSG00000162365	CYP4A22
1031	ENSG00000224805	LINC00853
1032	ENSG00000162366	PDZK1IP1
1033	ENSG00000162367	TAL1
1034	ENSG00000226252	AL135960.1
1035	ENSG00000123473	STIL
1036	ENSG00000162368	CMPK1
1037	ENSG00000225762	LINC01389
1038	ENSG00000186790	FOXE3
1039	ENSG00000237424	FOXD2-AS1
1040	ENSG00000186564	FOXD2
1041	ENSG00000227947	LINC01738
1042	ENSG00000269113	TRABD2B
1043	ENSG00000223814	AL691459.1
1044	ENSG00000225028	AC096541.1
1045	ENSG00000226133	LINC02794
1046	ENSG00000231413	AL356289.1
1047	ENSG00000223720	AL109659.1
1048	ENSG00000117834	SLC5A9
1049	ENSG00000272491	AL109659.2
1050	ENSG00000132122	SPATA6
1051	ENSG00000186094	AGBL4
1052	ENSG00000287661	AL391844.1
1053	ENSG00000162373	BEND5
1054	ENSG00000286597	AL645507.1
1055	ENSG00000229846	AC099788.1
1056	ENSG00000230114	AL590432.1
1057	ENSG00000225623	AGBL4-IT1
1058	ENSG00000162374	ELAVL4
1059	ENSG00000237337	AL592182.2
1060	ENSG00000233407	AL592182.1
1061	ENSG00000284696	LINC02808
1062	ENSG00000284645	AL592182.3
1063	ENSG00000142700	DMRTA2
1064	ENSG00000284700	AL049637.2
1065	ENSG00000185104	FAF1
1066	ENSG00000225767	AL049637.1
1067	ENSG00000123080	CDKN2C
1068	ENSG00000204006	C1orf185
1069	ENSG00000203356	LINC01562
1070	ENSG00000123091	RNF11
1071	ENSG00000236434	AL162430.2
1072	ENSG00000085831	TTC39A
1073	ENSG00000261664	TTC39A-AS1
1074	ENSG00000085832	EPS15
1075	ENSG00000238140	AC104170.2
1076	ENSG00000227070	AC104170.1
1077	ENSG00000117859	OSBPL9
1078	ENSG00000078618	NRDC
1079	ENSG00000266993	AL050343.2
1080	ENSG00000272175	AL050343.3
1081	ENSG00000169213	RAB3B
1082	ENSG00000117862	TXNDC12
1083	ENSG00000198841	KTI12
1084	ENSG00000223390	AL445685.1
1085	ENSG00000228369	TXNDC12-AS1
1086	ENSG00000134717	BTF3L4
1087	ENSG00000157077	ZFYVE9
1088	ENSG00000154222	CC2D1B
1089	ENSG00000272100	AL513218.1
1090	ENSG00000287078	AL513218.2
1091	ENSG00000085840	ORC1
1092	ENSG00000134748	PRPF38A
1093	ENSG00000134744	TUT4
1094	ENSG00000272371	AL591167.1
1095	ENSG00000116157	GPX7
1096	ENSG00000182183	SHISAL2A
1097	ENSG00000162377	COA7
1098	ENSG00000162378	ZYG11B
1099	ENSG00000203995	ZYG11A
1100	ENSG00000242391	AC099677.4
1101	ENSG00000121310	ECHDC2
1102	ENSG00000116171	SCP2
1103	ENSG00000174348	PODN
1104	ENSG00000232993	AL445183.1
1105	ENSG00000162383	SLC1A7
1106	ENSG00000235563	AL445183.2
1107	ENSG00000157184	CPT2
1108	ENSG00000236723	AL606760.2
1109	ENSG00000162384	CZIB
1110	ENSG00000259818	AL606760.3
1111	ENSG00000162385	MAGOH
1112	ENSG00000226754	AL606760.1
1113	ENSG00000157193	LRP8
1114	ENSG00000234578	AL355483.3
1115	ENSG00000228838	AL355483.1
1116	ENSG00000232762	AL355483.2
1117	ENSG00000225675	LINC01771
1118	ENSG00000285954	AC119428.2
1119	ENSG00000226938	AC119428.1
1120	ENSG00000230138	LINC02812
1121	ENSG00000143006	DMRTB1
1122	ENSG00000174332	GLIS1
1123	ENSG00000058804	NDC1
1124	ENSG00000058799	YIPF1
1125	ENSG00000211452	DIO1
1126	ENSG00000081870	HSPB11
1127	ENSG00000116212	LRRC42
1128	ENSG00000203985	LDLRAD1
1129	ENSG00000116209	TMEM59
1130	ENSG00000116205	TCEANC2
1131	ENSG00000157211	CDCP2
1132	ENSG00000280425	AL357673.2
1133	ENSG00000215883	CYB5RL
1134	ENSG00000116221	MRPL37
1135	ENSG00000157216	SSBP3
1136	ENSG00000198711	SSBP3-AS1
1137	ENSG00000225632	AL161644.1
1138	ENSG00000232245	AL035415.1
1139	ENSG00000287582	AC099796.2
1140	ENSG00000235741	LINC02784
1141	ENSG00000162390	ACOT11
1142	ENSG00000162391	FAM151A
1143	ENSG00000230728	AL590093.1
1144	ENSG00000184313	MROH7
1145	ENSG00000243725	TTC4
1146	ENSG00000162396	PARS2
1147	ENSG00000006555	TTC22
1148	ENSG00000237453	AC096536.1
1149	ENSG00000162398	LEXM
1150	ENSG00000116133	DHCR24
1151	ENSG00000287724	AC096536.3
1152	ENSG00000242396	AC096536.2
1153	ENSG00000233203	DHCR24-DT
1154	ENSG00000284601	AL590440.2
1155	ENSG00000143001	TMEM61
1156	ENSG00000233271	AL590440.1
1157	ENSG00000162399	BSND
1158	ENSG00000169174	PCSK9
1159	ENSG00000162402	USP24
1160	ENSG00000231090	MIR4422HG
1161	ENSG00000234810	AL603840.1
1162	ENSG00000233079	LINC01755
1163	ENSG00000230250	LINC01753
1164	ENSG00000235612	AL353681.1
1165	ENSG00000260971	AC119674.1
1166	ENSG00000223956	LINC01767
1167	ENSG00000162407	PLPP3
1168	ENSG00000162409	PRKAA2
1169	ENSG00000187889	FYB2
1170	ENSG00000229913	AL360295.1
1171	ENSG00000157131	C8A
1172	ENSG00000021852	C8B
1173	ENSG00000236341	AL161740.1
1174	ENSG00000173406	DAB1
1175	ENSG00000227935	AL390243.1
1176	ENSG00000226759	DAB1-AS1
1177	ENSG00000235038	AL445193.2
1178	ENSG00000162600	OMA1
1179	ENSG00000286918	AL035411.3
1180	ENSG00000184292	TACSTD2
1181	ENSG00000162601	MYSM1
1182	ENSG00000283445	AL136985.3
1183	ENSG00000177606	JUN
1184	ENSG00000234807	LINC01135
1185	ENSG00000272226	AL136985.2
1186	ENSG00000231740	AL136985.1
1187	ENSG00000232453	LINC02777
1188	ENSG00000237352	LINC01358
1189	ENSG00000241042	AL592431.2
1190	ENSG00000235215	AL592431.1
1191	ENSG00000224609	AC093425.1
1192	ENSG00000270457	AC093424.1
1193	ENSG00000172456	FGGY
1194	ENSG00000226883	AL035416.1
1195	ENSG00000134709	HOOK1
1196	ENSG00000134716	CYP2J2
1197	ENSG00000162598	C1orf87
1198	ENSG00000238242	LINC02778
1199	ENSG00000226476	LINC01748
1200	ENSG00000231252	AC099792.1
1201	ENSG00000162599	NFIA
1202	ENSG00000237928	NFIA-AS2
1203	ENSG00000237853	NFIA-AS1
1204	ENSG00000284808	AC099791.3
1205	ENSG00000287224	AC099791.4
1206	ENSG00000162604	TM2D1
1207	ENSG00000271200	AC099791.2
1208	ENSG00000132849	PATJ
1209	ENSG00000240563	L1TD1
1210	ENSG00000132854	KANK4
1211	ENSG00000162607	USP1
1212	ENSG00000116641	DOCK7
1213	ENSG00000132855	ANGPTL3
1214	ENSG00000235545	AC103923.1
1215	ENSG00000125703	ATG4C
1216	ENSG00000234318	AC099794.1
1217	ENSG00000229537	LINC01739
1218	ENSG00000286455	AL162400.3
1219	ENSG00000227485	AL162400.1
1220	ENSG00000229225	AL162400.2
1221	ENSG00000203605	AC096543.1
1222	ENSG00000224209	LINC00466
1223	ENSG00000228734	AC096543.2
1224	ENSG00000230798	FOXD3-AS1
1225	ENSG00000187140	FOXD3
1226	ENSG00000088035	ALG6
1227	ENSG00000142856	ITGB3BP
1228	ENSG00000286429	BX004807.1
1229	ENSG00000203965	EFCAB7
1230	ENSG00000116652	DLEU2L
1231	ENSG00000079739	PGM1
1232	ENSG00000185483	ROR1
1233	ENSG00000223949	ROR1-AS1
1234	ENSG00000284928	AL445205.1
1235	ENSG00000177414	UBE2U
1236	ENSG00000158966	CACHD1
1237	ENSG00000162437	RAVER2
1238	ENSG00000162434	JAK1
1239	ENSG00000226891	LINC01359
1240	ENSG00000272506	AL357078.2
1241	ENSG00000162433	AK4
1242	ENSG00000116675	DNAJC6
1243	ENSG00000229294	AL139294.1
1244	ENSG00000213625	LEPROT
1245	ENSG00000116678	LEPR
1246	ENSG00000237852	AC119800.1
1247	ENSG00000285079	AL513493.1
1248	ENSG00000184588	PDE4B
1249	ENSG00000227466	AL590783.1
1250	ENSG00000118473	SGIP1
1251	ENSG00000248458	AL139147.1
1252	ENSG00000152760	TCTEX1D1
1253	ENSG00000172410	INSL5
1254	ENSG00000152763	WDR78
1255	ENSG00000231080	AL592161.1
1256	ENSG00000198160	MIER1
1257	ENSG00000116704	SLC35D1
1258	ENSG00000203963	C1orf141
1259	ENSG00000275678	AL133320.2
1260	ENSG00000162594	IL23R
1261	ENSG00000081985	IL12RB2
1262	ENSG00000142864	SERBP1
1263	ENSG00000235200	LINC01702
1264	ENSG00000116717	GADD45A
1265	ENSG00000172380	GNG12
1266	ENSG00000232284	GNG12-AS1
1267	ENSG00000162595	DIRAS3
1268	ENSG00000116729	WLS
1269	ENSG00000116745	RPE65
1270	ENSG00000024526	DEPDC1
1271	ENSG00000233589	AL138789.1
1272	ENSG00000234264	DEPDC1-AS1
1273	ENSG00000285041	AL035412.1
1274	ENSG00000285407	AL033530.1
1275	ENSG00000285473	AL691520.1
1276	ENSG00000223883	LINC01707
1277	ENSG00000235446	LINC02791
1278	ENSG00000229639	LINC01758
1279	ENSG00000287453	AL359894.1
1280	ENSG00000033122	LRRC7
1281	ENSG00000287283	AL117353.1
1282	ENSG00000237919	AL158840.1
1283	ENSG00000066557	LRRC40
1284	ENSG00000116754	SRSF11
1285	ENSG00000228988	AL353771.1
1286	ENSG00000118454	ANKRD13C
1287	ENSG00000197568	HHLA3
1288	ENSG00000226088	AL158839.1
1289	ENSG00000116761	CTH
1290	ENSG00000271992	AL354872.2
1291	ENSG00000229051	LINC01788
1292	ENSG00000226208	AL513285.1
1293	ENSG00000050628	PTGER3
1294	ENSG00000235782	AL031429.1
1295	ENSG00000269933	AL031429.2
1296	ENSG00000235079	ZRANB2-AS1
1297	ENSG00000132485	ZRANB2
1298	ENSG00000229956	ZRANB2-AS2
1299	ENSG00000172260	NEGR1
1300	ENSG00000231985	AL354949.1
1301	ENSG00000228853	NEGR1-IT1
1302	ENSG00000286863	AL513166.1
1303	ENSG00000225087	AL583808.1
1304	ENSG00000227016	LINC02796
1305	ENSG00000285808	LINC02797
1306	ENSG00000233973	LINC01360
1307	ENSG00000223479	LINC02238
1308	ENSG00000285778	AL591463.1
1309	ENSG00000162620	LRRIQ3
1310	ENSG00000254685	FPGT
1311	ENSG00000116783	TNNI3K
1312	ENSG00000237324	AC093158.1
1313	ENSG00000233894	AC105271.1
1314	ENSG00000162621	LRRC53
1315	ENSG00000178965	ERICH3
1316	ENSG00000234497	ERICH3-AS1
1317	ENSG00000272864	AC135803.1
1318	ENSG00000116791	CRYZ
1319	ENSG00000162623	TYW3
1320	ENSG00000229943	AC133865.1
1321	ENSG00000261213	AC099786.3
1322	ENSG00000224127	AC099786.1
1323	ENSG00000162624	LHX8
1324	ENSG00000224149	AC099786.2
1325	ENSG00000137968	SLC44A5
1326	ENSG00000117054	ACADM
1327	ENSG00000137955	RABGGTB
1328	ENSG00000057468	MSH4
1329	ENSG00000154007	ASB17
1330	ENSG00000225605	AC092813.1
1331	ENSG00000230027	AC092813.2
1332	ENSG00000184005	ST6GALNAC3
1333	ENSG00000272855	AC104458.1
1334	ENSG00000237552	LINC02567
1335	ENSG00000117069	ST6GALNAC5
1336	ENSG00000230498	AL035409.1
1337	ENSG00000142892	PIGK
1338	ENSG00000287870	AC093433.2
1339	ENSG00000154027	AK5
1340	ENSG00000233099	AC095030.1
1341	ENSG00000287647	AC093575.1
1342	ENSG00000036549	AC118549.1
1343	ENSG00000077254	USP33
1344	ENSG00000180488	MIGA1
1345	ENSG00000235927	NEXN-AS1
1346	ENSG00000162614	NEXN
1347	ENSG00000162613	FUBP1
1348	ENSG00000162616	DNAJB4
1349	ENSG00000137960	GIPC2
1350	ENSG00000273338	AC103591.3
1351	ENSG00000285928	AC103591.4
1352	ENSG00000237413	AC096531.2
1353	ENSG00000122420	PTGFR
1354	ENSG00000137959	IFI44L
1355	ENSG00000137965	IFI44
1356	ENSG00000162618	ADGRL4
1357	ENSG00000282898	AL353651.2
1358	ENSG00000235011	AL353651.1
1359	ENSG00000285462	LINC02792
1360	ENSG00000285409	AC099671.1
1361	ENSG00000260322	AC098657.2
1362	ENSG00000225598	AL606519.1
1363	ENSG00000224326	AL136234.1
1364	ENSG00000234184	LINC01781
1365	ENSG00000285179	AC093154.1
1366	ENSG00000117114	ADGRL2
1367	ENSG00000227960	AL138799.2
1368	ENSG00000234953	AL138799.4
1369	ENSG00000236676	AC117944.1
1370	ENSG00000233290	AL157944.1
1371	ENSG00000230817	LINC01362
1372	ENSG00000236268	LINC01361
1373	ENSG00000285782	AC116099.1
1374	ENSG00000231364	LINC01712
1375	ENSG00000233008	LINC01725
1376	ENSG00000237076	AL035706.1
1377	ENSG00000137941	TTLL7
1378	ENSG00000233061	TTLL7-IT1
1379	ENSG00000285201	AC104454.2
1380	ENSG00000271576	AL359504.2
1381	ENSG00000142875	PRKACB
1382	ENSG00000203943	SAMD13
1383	ENSG00000137976	DNASE2B
1384	ENSG00000285361	AL844170.1
1385	ENSG00000117133	RPF1
1386	ENSG00000174021	GNG5
1387	ENSG00000122432	SPATA1
1388	ENSG00000117151	CTBS
1389	ENSG00000284882	AL359762.1
1390	ENSG00000285374	AL359762.2
1391	ENSG00000180869	LINC01555
1392	ENSG00000117155	SSX2IP
1393	ENSG00000285325	AC104169.1
1394	ENSG00000171517	LPAR3
1395	ENSG00000153898	MCOLN2
1396	ENSG00000162643	WDR63
1397	ENSG00000055732	MCOLN3
1398	ENSG00000097096	SYDE2
1399	ENSG00000162642	C1orf52
1400	ENSG00000142867	BCL10
1401	ENSG00000223653	AL078459.1
1402	ENSG00000153904	DDAH1
1403	ENSG00000273264	AL360219.1
1404	ENSG00000282057	AC092807.3
1405	ENSG00000272691	AC092807.2
1406	ENSG00000142871	CCN1
1407	ENSG00000230285	AC092807.1
1408	ENSG00000117174	ZNHIT6
1409	ENSG00000171502	COL24A1
1410	ENSG00000285210	LINC02795
1411	ENSG00000122417	ODF2L
1412	ENSG00000137975	CLCA2
1413	ENSG00000016490	CLCA1
1414	ENSG00000016602	CLCA4
1415	ENSG00000236915	CLCA4-AS1
1416	ENSG00000261737	AL049597.2
1417	ENSG00000097033	SH3GLB1
1418	ENSG00000284846	AL355981.1
1419	ENSG00000183291	SELENOF
1420	ENSG00000153936	HS2ST1
1421	ENSG00000267734	AL121989.1
1422	ENSG00000267272	LINC01140
1423	ENSG00000284240	LINC02801
1424	ENSG00000143013	LMO4
1425	ENSG00000227290	LINC01364
1426	ENSG00000237505	PKN2-AS1
1427	ENSG00000286758	AL445438.1
1428	ENSG00000065243	PKN2
1429	ENSG00000137947	GTF2B
1430	ENSG00000137944	KYAT3
1431	ENSG00000213516	RBMXL1
1432	ENSG00000117226	GBP3
1433	ENSG00000117228	GBP1
1434	ENSG00000162645	GBP2
1435	ENSG00000286802	AC104459.1
1436	ENSG00000213512	GBP7
1437	ENSG00000162654	GBP4
1438	ENSG00000284734	AC099063.4
1439	ENSG00000154451	GBP5
1440	ENSG00000237568	AC099063.1
1441	ENSG00000183347	GBP6
1442	ENSG00000286548	AL596214.1
1443	ENSG00000197147	LRRC8B
1444	ENSG00000231999	LRRC8C-DT
1445	ENSG00000230735	AC093423.2
1446	ENSG00000171488	LRRC8C
1447	ENSG00000231613	AC099568.1
1448	ENSG00000272931	AC099568.2
1449	ENSG00000171492	LRRC8D
1450	ENSG00000272672	AL391497.1
1451	ENSG00000162664	ZNF326
1452	ENSG00000287015	AL161797.1
1453	ENSG00000287406	AC098656.1
1454	ENSG00000287372	AL627316.1
1455	ENSG00000229201	LINC02787
1456	ENSG00000143032	BARHL2
1457	ENSG00000287076	AC092805.1
1458	ENSG00000233593	LINC02609
1459	ENSG00000285532	LINC02788
1460	ENSG00000225446	LINC01763
1461	ENSG00000272094	AC091614.1
1462	ENSG00000122482	ZNF644
1463	ENSG00000162669	HFM1
1464	ENSG00000097046	CDC7
1465	ENSG00000069702	TGFBR3
1466	ENSG00000137948	BRDT
1467	ENSG00000172031	EPHX4
1468	ENSG00000230667	SETSIP
1469	ENSG00000189195	BTBD8
1470	ENSG00000273487	AC104836.1
1471	ENSG00000203910	C1orf146
1472	ENSG00000174842	GLMN
1473	ENSG00000122484	RPAP2
1474	ENSG00000162676	GFI1
1475	ENSG00000067208	EVI5
1476	ENSG00000122406	RPL5
1477	ENSG00000154511	DIPK1A
1478	ENSG00000287797	AC093577.1
1479	ENSG00000143033	MTF2
1480	ENSG00000117500	TMED5
1481	ENSG00000122483	CCDC18
1482	ENSG00000223745	CCDC18-AS1
1483	ENSG00000117505	DR1
1484	ENSG00000137942	FNBP1L
1485	ENSG00000137936	BCAR3
1486	ENSG00000224093	AL109613.1
1487	ENSG00000260464	AL049796.1
1488	ENSG00000067334	DNTTIP2
1489	ENSG00000023909	GCLM
1490	ENSG00000198691	ABCA4
1491	ENSG00000233482	AC093579.1
1492	ENSG00000137962	ARHGAP29
1493	ENSG00000226835	ARHGAP29-AS1
1494	ENSG00000236098	AC097059.1
1495	ENSG00000286692	AC118469.2
1496	ENSG00000117528	ABCD3
1497	ENSG00000117525	F3
1498	ENSG00000223675	AC093117.1
1499	ENSG00000143036	SLC44A3
1500	ENSG00000117519	CNN3
1501	ENSG00000235501	AC105942.1
1502	ENSG00000172339	ALG14
1503	ENSG00000230427	AC095033.1
1504	ENSG00000152078	TLCD4
1505	ENSG00000231992	AC092802.3
1506	ENSG00000226026	AC092802.1
1507	ENSG00000122481	RWDD3
1508	ENSG00000228852	AC092802.2
1509	ENSG00000287919	AC092802.4
1510	ENSG00000228504	LINC01760
1511	ENSG00000230434	LINC01650
1512	ENSG00000237954	AL445218.1
1513	ENSG00000233907	LINC01761
1514	ENSG00000228971	LINC02607
1515	ENSG00000271252	AL683887.1
1516	ENSG00000237435	LINC02790
1517	ENSG00000231987	LINC01787
1518	ENSG00000117569	PTBP2
1519	ENSG00000188641	DPYD
1520	ENSG00000232878	DPYD-AS1
1521	ENSG00000232542	DPYD-IT1
1522	ENSG00000235777	DPYD-AS2
1523	ENSG00000225206	MIR137HG
1524	ENSG00000259946	BX005019.1
1525	ENSG00000285922	AC104453.1
1526	ENSG00000226053	LINC01776
1527	ENSG00000162627	SNX7
1528	ENSG00000117598	PLPPR5
1529	ENSG00000232825	AL445433.2
1530	ENSG00000117600	PLPPR4
1531	ENSG00000224445	LINC01708
1532	ENSG00000099260	PALMD
1533	ENSG00000156869	FRRS1
1534	ENSG00000162688	AGL
1535	ENSG00000228084	AC118553.1
1536	ENSG00000117620	SLC35A3
1537	ENSG00000156875	MFSD14A
1538	ENSG00000241073	AC093019.2
1539	ENSG00000156876	SASS6
1540	ENSG00000122435	TRMT13
1541	ENSG00000122477	LRRC39
1542	ENSG00000137992	DBT
1543	ENSG00000285530	AL445928.2
1544	ENSG00000224616	RTCA-AS1
1545	ENSG00000137996	RTCA
1546	ENSG00000223906	AC104457.2
1547	ENSG00000079335	CDC14A
1548	ENSG00000228086	AL589990.1
1549	ENSG00000181656	GPR88
1550	ENSG00000230402	LINC01349
1551	ENSG00000285525	AC099670.3
1552	ENSG00000162692	VCAM1
1553	ENSG00000162694	EXTL2
1554	ENSG00000273204	AC104506.1
1555	ENSG00000162695	SLC30A7
1556	ENSG00000117543	DPH5
1557	ENSG00000235795	AC093157.2
1558	ENSG00000233184	AC093157.1
1559	ENSG00000225938	AL109741.1
1560	ENSG00000170989	S1PR1
1561	ENSG00000231671	LINC01307
1562	ENSG00000226715	LINC01709
1563	ENSG00000118733	OLFM3
